epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,12801,1.25682,1.29207,1.48148,0.65427,0.54287,0.60903,0.37749,1.23035,1.14517,1.53353,9.36304e-05,9.36304e-05,9.36304e-05
86,13410.3,1.24776,1.27852,1.47559,0.66577,0.54078,0.61207,0.3827,1.22422,1.13201,1.52983,8.8126e-05,8.8126e-05,8.8126e-05
87,14019.3,1.24464,1.27971,1.47431,0.65701,0.54474,0.61363,0.38294,1.2251,1.13626,1.53303,8.26216e-05,8.26216e-05,8.26216e-05
88,14627.9,1.24905,1.26884,1.47265,0.66047,0.55186,0.62214,0.39108,1.21154,1.11539,1.51604,7.71172e-05,7.71172e-05,7.71172e-05
89,15237,1.22753,1.25258,1.46418,0.65699,0.54322,0.61516,0.38787,1.2132,1.12187,1.51833,7.16128e-05,7.16128e-05,7.16128e-05
90,15846.2,1.22915,1.2411,1.46468,0.66775,0.55365,0.62659,0.39614,1.2047,1.10665,1.51519,6.61084e-05,6.61084e-05,6.61084e-05
91,16453.7,1.22702,1.17627,1.51506,0.67305,0.55131,0.6266,0.39808,1.19909,1.09835,1.51073,6.0604e-05,6.0604e-05,6.0604e-05
92,17060,1.21405,1.1549,1.51692,0.67121,0.55986,0.6329,0.4011,1.19431,1.0892,1.50812,5.50996e-05,5.50996e-05,5.50996e-05
93,17666.2,1.20489,1.13518,1.49766,0.67184,0.5686,0.6396,0.40848,1.18579,1.07662,1.50478,4.95952e-05,4.95952e-05,4.95952e-05
94,18273.1,1.19911,1.12571,1.50068,0.67402,0.57035,0.64099,0.41029,1.18433,1.07199,1.50251,4.40908e-05,4.40908e-05,4.40908e-05
95,18879.8,1.19258,1.12034,1.49392,0.68155,0.57104,0.64373,0.41521,1.17633,1.05971,1.49479,3.85864e-05,3.85864e-05,3.85864e-05
96,19486.6,1.1893,1.1049,1.48648,0.68579,0.57268,0.6443,0.41526,1.17323,1.05996,1.49149,3.3082e-05,3.3082e-05,3.3082e-05
97,20093.3,1.17933,1.09789,1.48258,0.69802,0.5683,0.64906,0.4193,1.16739,1.0508,1.48789,2.75776e-05,2.75776e-05,2.75776e-05
98,20699.6,1.17662,1.09363,1.47942,0.68696,0.57862,0.65022,0.42244,1.16406,1.04546,1.48435,2.20732e-05,2.20732e-05,2.20732e-05
99,21305.9,1.1731,1.0875,1.481,0.6918,0.57606,0.65138,0.42382,1.15929,1.04237,1.48202,1.65688e-05,1.65688e-05,1.65688e-05
100,21912.2,1.17161,1.08073,1.47486,0.69762,0.57172,0.65287,0.42547,1.15981,1.03919,1.48131,1.10644e-05,1.10644e-05,1.10644e-05
